"id","parent_id","type","subtype","code","name","is_group","is_selectable","est_count","domain_id","concept_id","has_attribute","predefined_attributes"
354954,336589,"MEAS","LAB","57363-4","Lactate [Mass/volume] in Serum or Plasma --5 minutes post XXX challenge",0,1,0,"",40760477,1,""
354955,336589,"MEAS","LAB","57729-6","Lactate [Mass/volume] in Serum or Plasma --6 minutes post XXX challenge",0,1,0,"",40760840,1,""
354956,336589,"MEAS","LAB","68911-7","Lactate [Mass/volume] in Serum or Plasma --post exercise",0,1,0,"",40771457,1,""
354957,336589,"MEAS","LAB","57366-7","Lactate [Mass/volume] in Serum or Plasma --pre XXX challenge",0,1,0,"",40760480,1,""
354958,336589,"MEAS","LAB","59005-9","Lactate [Moles/volume] in Serum or Plasma --1 minute post XXX challenge",0,1,0,"",40762098,1,""
354959,336589,"MEAS","LAB","59011-7","Lactate [Moles/volume] in Serum or Plasma --10 minutes post XXX challenge",0,1,0,"",40762104,1,""
354960,336589,"MEAS","LAB","59012-5","Lactate [Moles/volume] in Serum or Plasma --15 minutes post XXX challenge",0,1,0,"",40762105,1,""
354961,336589,"MEAS","LAB","59006-7","Lactate [Moles/volume] in Serum or Plasma --3 minutes post XXX challenge",0,1,0,"",40762099,1,""
354962,336589,"MEAS","LAB","59013-3","Lactate [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge",0,1,0,"",40762106,1,""
354963,336589,"MEAS","LAB","59007-5","Lactate [Moles/volume] in Serum or Plasma --5 minutes post XXX challenge",0,1,0,"",40762100,1,""
354964,336589,"MEAS","LAB","59004-2","Lactate [Moles/volume] in Serum or Plasma --baseline",0,1,0,"",40762097,1,""
354965,336589,"MEAS","LAB","59849-0","Lactate [Moles/volume] in Serum or Plasma --post exercise",0,1,0,"",40762910,1,""
354966,336589,"MEAS","LAB","51428-1","Lactate [Moles/volume] in Serum or Plasma --pre or post XXX challenge",0,1,0,"",3029288,1,""
354967,336589,"MEAS","LAB","LP43123-6","Lactate | Bld-Ser-Plas",1,0,96694,"",40773388,0,""
355017,336598,"MEAS","LAB","27963-8","Pyruvate [Mass/volume] in Blood --1 hour post XXX challenge",0,1,0,"",3003098,1,""
355018,336598,"MEAS","LAB","58890-5","Pyruvate [Mass/volume] in Blood --1 minute post XXX challenge",0,1,0,"",40761984,1,""
355019,336598,"MEAS","LAB","58888-9","Pyruvate [Mass/volume] in Blood --10 minutes post XXX challenge",0,1,0,"",40761982,1,""
355020,336598,"MEAS","LAB","58887-1","Pyruvate [Mass/volume] in Blood --15 minutes post XXX challenge",0,1,0,"",40761981,1,""
355021,336598,"MEAS","LAB","27968-7","Pyruvate [Mass/volume] in Blood --2 hours post XXX challenge",0,1,0,"",3035050,1,""
355022,336598,"MEAS","LAB","68951-3","Pyruvate [Mass/volume] in Blood --20 minutes post XXX challenge",0,1,0,"",42870510,1,""
355023,336598,"MEAS","LAB","27970-3","Pyruvate [Mass/volume] in Blood --3 hours post XXX challenge",0,1,0,"",3002499,1,""
355024,336598,"MEAS","LAB","58889-7","Pyruvate [Mass/volume] in Blood --3 minutes post XXX challenge",0,1,0,"",40761983,1,""
355025,336598,"MEAS","LAB","58886-3","Pyruvate [Mass/volume] in Blood --30 minutes post XXX challenge",0,1,0,"",40761980,1,""
355026,336598,"MEAS","LAB","27957-0","Pyruvate [Mass/volume] in Blood --4 hours post XXX challenge",0,1,0,"",3002839,1,""
355027,336598,"MEAS","LAB","57377-4","Pyruvate [Mass/volume] in Blood --5 minutes post XXX challenge",0,1,0,"",40760491,1,""
355028,336598,"MEAS","LAB","27959-6","Pyruvate [Mass/volume] in Blood --baseline",0,1,0,"",3000705,1,""
355029,336598,"MEAS","LAB","58895-4","Pyruvate [Mass/volume] in Blood --post exercise",0,1,0,"",40761989,1,""
355030,336598,"MEAS","LAB","LP41800-1","Pyruvate | Bld-Ser-Plas",1,0,188,"",40786611,0,""
355049,336606,"MEAS","LAB","LP51248-0","Succinate | Bld-Ser-Plas",1,0,17,"",40794109,0,""
355066,336612,"MEAS","LAB","48677-9","Cancer Ag 125 [Presence] in Tissue by Immune stain",0,1,0,"",3050172,1,""
355067,336612,"MEAS","LAB","LP40621-2","Cancer Ag 125 | Bld-Ser-Plas",1,0,3930,"",40776509,0,""
355074,336613,"MEAS","LAB","LP46277-7","Cancer Ag 15-3 | Bld-Ser-Plas",1,0,108,"",40783734,0,""
355080,336614,"MEAS","LAB","LP46278-5","Cancer Ag 19-9 | Bld-Ser-Plas",1,0,3287,"",40796880,0,""
355087,336616,"MEAS","LAB","LP45616-7","Cancer Ag 27-29 | Bld-Ser-Plas",1,0,566,"",40793497,0,""
355103,336622,"MEAS","LAB","10469-5","Carcinoembryonic Ag [Presence] in Tissue by Immune stain",0,1,0,"",3003092,1,""
355104,336622,"MEAS","LAB","LP256887-3","Carcinoembryonic | Bld-Ser-Plas",1,0,5733,"",36208772,0,""
355112,336623,"MEAS","LAB","10470-3","Choriogonadotropin Ag [Presence] in Tissue by Immune stain",0,1,0,"",3015642,1,""
355122,336623,"MEAS","LAB","LP14329-4","Choriogonadotropin.beta subunit",1,0,19536,"",40779139,0,""
355127,336624,"MEAS","LAB","10471-1","Chromogranin A Ag [Presence] in Tissue by Immune stain",0,1,0,"",3019345,1,""
355128,336624,"MEAS","LAB","LP48224-7","Chromogranin A | Bld-Ser-Plas",1,0,1656,"",40793781,0,""
355143,336630,"MEAS","LAB","LP18192-2","Prostate Specific Ag Free",1,0,5072,"",40795963,0,""
355145,336630,"MEAS","LAB","10508-0","Prostate specific Ag [Presence] in Tissue by Immune stain",0,1,0,"",3007273,1,""
355146,336630,"MEAS","LAB","LP256892-3","Prostate specific | Bld-Ser-Plas",1,0,37267,"",36205566,0,""
355164,336636,"MEAS","LAB","LP15254-3","Ascorbate",1,0,165,"",40772569,0,""
355168,336638,"MEAS","LAB","1980-2","Biotin [Mass/volume] in Serum or Plasma",0,1,34,"",3024273,1,""
355169,336638,"MEAS","LAB","34398-8","Biotin [Moles/volume] in Serum or Plasma",0,1,0,"",3044028,1,""
355170,336638,"MEAS","LAB","31997-0","Biotin [Presence] in Blood",0,1,0,"",3009454,1,""
355171,336639,"MEAS","LAB","1370-6","Carotene [Mass/volume] in Serum --post 15000 U carotene QDx3 for 3 day poly",0,1,0,"",3005803,1,""
355172,336639,"MEAS","LAB","LP43569-0","Carotene | Bld-Ser-Plas",1,0,37,"",40786788,0,""
355173,336639,"MEAS","LAB","LP48630-5","Carotene.alpha | Bld-Ser-Plas",1,0,32,"",40777315,0,""
355183,336643,"MEAS","LAB","LP43627-6","Folate | Bld-Ser-Plas",1,0,18105,"",40786792,0,""
355185,336643,"MEAS","LAB","LP43626-8","Folate | Red Blood Cells",1,0,4516,"",40783461,0,""
355191,336646,"MEAS","LAB","LP43024-6","Methylmalonate | Bld-Ser-Plas",1,0,3039,"",40789977,0,""
355195,336647,"MEAS","LAB","9622-2","Phytonadione [Mass/volume] in Serum or Plasma",0,1,266,"",3002431,1,""
355196,336647,"MEAS","LAB","58793-1","Phytonadione [Moles/volume] in Serum or Plasma",0,1,0,"",40761887,1,""
355199,336648,"MEAS","LAB","1624-6","Retinol [Mass/volume] in Serum or Plasma --3 hours post 5000 units",0,1,0,"",3004278,1,""
355200,336648,"MEAS","LAB","17528-1","Retinol [Mass/volume] in Serum or Plasma --3 hours post dose",0,1,0,"",3013348,1,""
355201,336648,"MEAS","LAB","1625-3","Retinol [Mass/volume] in Serum or Plasma --6 hours post 5000 units",0,1,0,"",3003182,1,""
355202,336648,"MEAS","LAB","17529-9","Retinol [Mass/volume] in Serum or Plasma --6 hours post dose",0,1,0,"",3012235,1,""
355203,336648,"MEAS","LAB","1626-1","Retinol [Mass/volume] in Serum or Plasma --pre 5000 units",0,1,0,"",3002080,1,""
355204,336648,"MEAS","LAB","LP43726-6","Retinol | Bld-Ser-Plas",1,0,8016,"",40793308,0,""
355208,336649,"MEAS","LAB","LP15369-9","Alpha tocopherol",1,0,2661,"",40785857,0,""
355209,336649,"MEAS","LAB","LP189986-5","Beta+gamma tocopherol | Bld-Ser-Plas",1,0,2643,"",21496799,0,""
355214,336650,"MEAS","LAB","LP15274-1","Retinol",1,0,8016,"",40792426,0,""
355215,336650,"MEAS","LAB","LP51516-0","Retinyl Palmitate | Bld-Ser-Plas",1,0,6680,"",40784272,0,""
355217,336651,"MEAS","LAB","LP15254-3","Ascorbate",1,0,165,"",40772569,0,""
355218,336651,"MEAS","LAB","LP14887-1","Niacin",1,0,130,"",40782549,0,""
355221,336651,"MEAS","LAB","LP15842-5","Pyridoxine",1,0,8084,"",40775909,0,""
355222,336651,"MEAS","LAB","LP15853-2","Riboflavin",1,0,3046,"",40779252,0,""
355223,336651,"MEAS","LAB","LP15886-2","Thiamine",1,0,8596,"",40779255,0,""
355224,336651,"MEAS","LAB","LP31689-0","Vitamin B12",1,0,80146,"",40789544,0,""
355225,336651,"MEAS","LAB","LP31694-0","Vitamin B6",1,0,8084,"",40789545,0,""
355229,336652,"MEAS","LAB","LP53513-5","25-Hydroxycalciferol | Bld-Ser-Plas",1,0,11152,"",40794293,0,""
355230,336652,"MEAS","LAB","LP183913-5","25-Hydroxyvitamin D2+25-Hydroxyvitamin D3 | Bld-Ser-Plas",1,0,38832,"",44817398,0,""
355233,336652,"MEAS","LAB","LP64575-1","Calcidiol+Calciferol",1,0,39098,"",40791366,0,""
355234,336652,"MEAS","LAB","LP15277-4","Calcitriol",1,0,81289,"",40789188,0,""
355255,336797,"MEAS","LAB","35203-9","Creatinine [Mass or Moles/volume] in Serum or Plasma",0,1,0,"",3032033,1,""
355256,336797,"MEAS","LAB","44784-7","Creatinine [Mass/volume] (Maximum value during study) in Serum or Plasma",0,1,0,"",3045369,1,""
355257,336797,"MEAS","LAB","38483-4","Creatinine [Mass/volume] in Blood",0,1,432888,"",3051825,1,""
355258,336797,"MEAS","LAB","16188-5","Creatinine [Mass/volume] in Serum or Plasma --2 hour specimen",0,1,0,"",3019397,1,""
355259,336797,"MEAS","LAB","16189-3","Creatinine [Mass/volume] in Serum or Plasma --4 hour specimen",0,1,0,"",3035090,1,""
355260,336797,"MEAS","LAB","11041-1","Creatinine [Mass/volume] in Serum or Plasma --post dialysis",0,1,0,"",3018968,1,""
355261,336797,"MEAS","LAB","72271-0","Creatinine [Mass/volume] in Serum or Plasma --pre contrast",0,1,0,"",43055236,1,""
355262,336797,"MEAS","LAB","11042-9","Creatinine [Mass/volume] in Serum or Plasma --pre dialysis",0,1,0,"",3022243,1,""
355263,336797,"MEAS","LAB","59826-8","Creatinine [Moles/volume] in Blood",0,1,0,"",40762887,1,""
355264,336797,"MEAS","LAB","14682-9","Creatinine [Moles/volume] in Serum or Plasma",0,1,0,"",3020564,1,""
355265,336797,"MEAS","LAB","51620-3","Creatinine [Moles/volume] in Serum or Plasma --post dialysis",0,1,0,"",3040209,1,""
355266,336797,"MEAS","LAB","51619-5","Creatinine [Moles/volume] in Serum or Plasma --pre dialysis",0,1,0,"",3040495,1,""
355267,336797,"MEAS","LAB","77140-2","Creatinine [Moles/volume] in Serum, Plasma or Blood",0,1,0,"",46235076,1,""
355268,336797,"MEAS","LAB","35591-7","Creatinine renal clearance predicted by Cockcroft-Gault formula",0,1,0,"",3035529,1,""
355269,336797,"MEAS","LAB","50380-5","Creatinine renal clearance/1.73 sq M predicted among females by Cockcroft-Gault formula, BSA formula",0,1,0,"",3032720,1,""
355270,336797,"MEAS","LAB","50381-3","Creatinine renal clearance/1.73 sq M predicted among males by Cockcroft-Gault formula, BSA formula",0,1,0,"",3029545,1,""
355271,336797,"MEAS","LAB","35592-5","Creatinine renal clearance/1.73 sq M.predicted by Cockcroft-Gault formula, BSA formula",0,1,0,"",3033962,1,""
355272,336797,"MEAS","LAB","2160-0","Creatinine serum/plasma",0,1,200229,"",3016723,1,""
355273,336797,"MEAS","LAB","31045-8","Creatinine/Urea nitrogen [Mass Ratio] in Serum or Plasma",0,1,0,"",3033837,1,""
355275,336799,"MEAS","LAB","31101-9","Creatinine [Mass/time] in 24 hour Body fluid",0,1,0,"",3023157,1,""
355276,336799,"MEAS","LAB","12190-5","Creatinine [Mass/volume] in Body fluid",0,1,1616,"",3016662,1,""
355277,336799,"MEAS","LAB","40357-6","Creatinine [Moles/time] in 24 hour Body fluid",0,1,0,"",3040071,1,""
355278,336799,"MEAS","LAB","25386-4","Creatinine [Moles/volume] in Body fluid",0,1,0,"",3037459,1,""
355324,336810,"MEAS","LAB","20511-2","Creatinine [Interpretation] in Urine",0,1,0,"",3007081,1,""
355325,336810,"MEAS","LAB","35251-8","Creatinine [Mass or Moles/volume] in 24 hour Urine",0,1,0,"",3031433,1,""
355326,336810,"MEAS","LAB","35204-7","Creatinine [Mass or Moles/volume] in Urine",0,1,0,"",3032043,1,""
355327,336810,"MEAS","LAB","35262-5","Creatinine [Mass or Moles] in 24 hour Urine",0,1,0,"",3032932,1,""
355328,336810,"MEAS","LAB","72821-2","Creatinine [Mass/time] by Calculated in Urine collected for unspecified duration",0,1,0,"",43055681,1,""
355329,336810,"MEAS","LAB","12589-8","Creatinine [Mass/time] in 12 hour Urine",0,1,0,"",3021126,1,""
355330,336810,"MEAS","LAB","58998-6","Creatinine [Mass/time] in 18 hour Urine",0,1,0,"",40762091,1,""
355331,336810,"MEAS","LAB","12585-6","Creatinine [Mass/time] in 2 hour Urine",0,1,0,"",3027362,1,""
355332,336810,"MEAS","LAB","2162-6","Creatinine [Mass/time] in 24 hour Urine",0,1,6836,"",3004239,1,""
355333,336810,"MEAS","LAB","12586-4","Creatinine [Mass/time] in 4 hour Urine",0,1,0,"",3013280,1,""
355334,336810,"MEAS","LAB","16689-2","Creatinine [Mass/time] in 48 hour Urine",0,1,0,"",3010529,1,""
355335,336810,"MEAS","LAB","12587-2","Creatinine [Mass/time] in 6 hour Urine",0,1,0,"",3011002,1,""
355336,336810,"MEAS","LAB","16690-0","Creatinine [Mass/time] in 72 hour Urine",0,1,0,"",3027111,1,""
355337,336810,"MEAS","LAB","12588-0","Creatinine [Mass/time] in 8 hour Urine",0,1,0,"",3014699,1,""
355338,336810,"MEAS","LAB","57346-9","Creatinine [Mass/volume] in 12 hour Urine",0,1,0,"",40760463,1,""
355339,336810,"MEAS","LAB","57344-4","Creatinine [Mass/volume] in 2 hour Urine",0,1,0,"",40760461,1,""
355340,336810,"MEAS","LAB","20624-3","Creatinine [Mass/volume] in 24 hour Urine",0,1,7007,"",3001349,1,""
355341,336810,"MEAS","LAB","2161-8","Creatinine [Mass/volume] in Urine",0,1,68165,"",3017250,1,""
355342,336810,"MEAS","LAB","30004-6","Creatinine [Mass/volume] in Urine by Test strip",0,1,0,"",3003447,1,""
355343,336810,"MEAS","LAB","35674-1","Creatinine [Mass/volume] in Urine collected for unspecified duration",0,1,0,"",3037052,1,""
355344,336810,"MEAS","LAB","32543-1","Creatinine [Molar amount] in Urine collected for unspecified duration",0,1,0,"",3015872,1,""
355345,336810,"MEAS","LAB","53120-2","Creatinine [Moles/time] in 1 hour Urine",0,1,0,"",3040510,1,""
355346,336810,"MEAS","LAB","51592-4","Creatinine [Moles/time] in 12 hour Urine",0,1,0,"",3042112,1,""
355347,336810,"MEAS","LAB","33798-0","Creatinine [Moles/time] in 2 hour Urine",0,1,0,"",3045443,1,""
355348,336810,"MEAS","LAB","14684-5","Creatinine [Moles/time] in 24 hour Urine",0,1,0,"",3014724,1,""
355349,336810,"MEAS","LAB","53499-0","Creatinine [Moles/volume] in 12 hour Urine",0,1,0,"",3040006,1,""
355350,336810,"MEAS","LAB","25886-3","Creatinine [Moles/volume] in 24 hour Urine",0,1,0,"",3013539,1,""
355351,336810,"MEAS","LAB","39473-4","Creatinine [Moles/volume] in 72 hour Urine",0,1,0,"",3041339,1,""
355352,336810,"MEAS","LAB","14683-7","Creatinine [Moles/volume] in Urine",0,1,0,"",3009508,1,""
355353,336810,"MEAS","LAB","30002-0","Creatinine [Moles/volume] in Urine by Test strip",0,1,0,"",3019491,1,""
355354,336810,"MEAS","LAB","55593-8","Creatinine [Moles/volume] in Urine collected for unspecified duration",0,1,0,"",40758722,1,""
355355,336810,"MEAS","LAB","35654-3","Creatinine/Body weight [Mass/kg/time] in 24 hour Urine",0,1,0,"",3036094,1,""
355356,336810,"MEAS","LAB","54374-4","Creatinine/Body weight [Moles/kg/time] in 24 hour Urine",0,1,0,"",40757505,1,""
355357,336810,"MEAS","LAB","44716-9","Creatinine/Calcium [Mass Ratio] in Urine",0,1,0,"",3045571,1,""
355358,336810,"MEAS","LAB","16285-9","Creatinine/Protein [Mass Ratio] in Urine",0,1,0,"",3008392,1,""
355376,336814,"MEAS","LAB","LP61995-4","Adiponectin | Bld-Ser-Plas",1,0,20,"",40791240,0,""
355391,336815,"MEAS","LAB","LP15290-7","17-Hydroxycorticosteroids",1,0,89,"",40779213,0,""
355395,336815,"MEAS","LAB","LP17185-7","17-Ketosteroids",1,0,197,"",40789330,0,""
355398,336815,"MEAS","LAB","LP15293-1","18-Hydroxycorticosterone",1,0,2,"",40779214,0,""
355410,336815,"MEAS","LAB","LP14377-3","Aldosterone",1,0,6004,"",40792361,0,""
355416,336815,"MEAS","LAB","LP14161-1","Cortisol",1,0,34406,"",40779122,0,""
355417,336815,"MEAS","LAB","LP29041-8","Cortisol Free",1,0,6438,"",40796058,0,""
355421,336815,"MEAS","LAB","LP15817-7","Pregnenolone",1,0,28,"",40779249,0,""
355439,336818,"MEAS","LAB","LP15385-5","Androstanolone",1,0,29,"",40795791,0,""
355440,336818,"MEAS","LAB","LP14493-8","Androstenedione",1,0,487,"",40785805,0,""
355442,336818,"MEAS","LAB","LP15528-0","Dehydroepiandrosterone",1,0,9139,"",40785873,0,""
355445,336818,"MEAS","LAB","LP14045-6","Testosterone",1,0,45524,"",40779116,0,""
355446,336819,"MEAS","LAB","13924-6","Calcitonin Ab [Presence] in Serum",0,1,0,"",3010620,1,""
355447,336819,"MEAS","LAB","10468-7","Calcitonin Ag [Presence] in Tissue by Immune stain",0,1,0,"",3000217,1,""
355448,336819,"MEAS","LAB","21132-6","Calcitonin [Mass/volume] in Serum or Plasma --1 minute post 0.5 ug/kg pentagastrin IV",0,1,0,"",3036877,1,""
355449,336819,"MEAS","LAB","50183-3","Calcitonin [Mass/volume] in Serum or Plasma --1 minute post 2 mg/kg calcium and 0.5 ug/kg pentagastrin IV",0,1,0,"",3033072,1,""
355450,336819,"MEAS","LAB","58891-3","Calcitonin [Mass/volume] in Serum or Plasma --1 minute post XXX challenge",0,1,0,"",40761985,1,""
355451,336819,"MEAS","LAB","16504-3","Calcitonin [Mass/volume] in Serum or Plasma --1.5 minutes post XXX challenge",0,1,0,"",3035612,1,""
355452,336819,"MEAS","LAB","21131-8","Calcitonin [Mass/volume] in Serum or Plasma --10 minutes post 0.5 ug/kg pentagastrin IV",0,1,0,"",3036643,1,""
355453,336819,"MEAS","LAB","50180-9","Calcitonin [Mass/volume] in Serum or Plasma --10 minutes post 2 mg/kg calcium and 0.5 ug/kg pentagastrin IV",0,1,0,"",3032237,1,""
355454,336819,"MEAS","LAB","1373-0","Calcitonin [Mass/volume] in Serum or Plasma --10 minutes post 2.4 mg/kg calcium short IV",0,1,0,"",3024466,1,""
355455,336819,"MEAS","LAB","16505-0","Calcitonin [Mass/volume] in Serum or Plasma --10 minutes post XXX challenge",0,1,0,"",3009362,1,""
355456,336819,"MEAS","LAB","33787-3","Calcitonin [Mass/volume] in Serum or Plasma --10th specimen post XXX challenge",0,1,0,"",3047158,1,""
355457,336819,"MEAS","LAB","56534-1","Calcitonin [Mass/volume] in Serum or Plasma --15 minutes post XXX challenge",0,1,0,"",40759654,1,""
355458,336819,"MEAS","LAB","50469-6","Calcitonin [Mass/volume] in Serum or Plasma --1st specimen",0,1,0,"",3030197,1,""
355459,336819,"MEAS","LAB","33788-1","Calcitonin [Mass/volume] in Serum or Plasma --1st specimen post XXX challenge",0,1,0,"",3047179,1,""
355460,336819,"MEAS","LAB","21133-4","Calcitonin [Mass/volume] in Serum or Plasma --2 minutes post 0.5 ug/kg pentagastrin IV",0,1,0,"",3037699,1,""
355461,336819,"MEAS","LAB","50182-5","Calcitonin [Mass/volume] in Serum or Plasma --2 minutes post 2 mg/kg calcium and 0.5 ug/kg pentagastrin IV",0,1,0,"",3029243,1,""
355462,336819,"MEAS","LAB","56511-9","Calcitonin [Mass/volume] in Serum or Plasma --2 minutes post XXX challenge",0,1,0,"",40759631,1,""
355463,336819,"MEAS","LAB","50470-4","Calcitonin [Mass/volume] in Serum or Plasma --2nd specimen",0,1,0,"",3030274,1,""
355464,336819,"MEAS","LAB","12506-2","Calcitonin [Mass/volume] in Serum or Plasma --2nd specimen post XXX challenge",0,1,0,"",3024001,1,""
355465,336819,"MEAS","LAB","1374-8","Calcitonin [Mass/volume] in Serum or Plasma --3 hours post 15 mg/kg calcium gluconate IV",0,1,0,"",3025004,1,""
355466,336819,"MEAS","LAB","16506-8","Calcitonin [Mass/volume] in Serum or Plasma --3 hours post XXX challenge",0,1,0,"",3013167,1,""
355467,336819,"MEAS","LAB","21134-2","Calcitonin [Mass/volume] in Serum or Plasma --3 minutes post 0.5 ug/kg pentagastrin IV",0,1,0,"",3020919,1,""
355468,336819,"MEAS","LAB","50471-2","Calcitonin [Mass/volume] in Serum or Plasma --3rd specimen",0,1,0,"",3029392,1,""
355469,336819,"MEAS","LAB","12507-0","Calcitonin [Mass/volume] in Serum or Plasma --3rd specimen post XXX challenge",0,1,0,"",3010535,1,""
355470,336819,"MEAS","LAB","1375-5","Calcitonin [Mass/volume] in Serum or Plasma --4 hours post 15 mg/kg calcium gluconate IV",0,1,0,"",3011596,1,""
355471,336819,"MEAS","LAB","16507-6","Calcitonin [Mass/volume] in Serum or Plasma --4 hours post XXX challenge",0,1,0,"",3017763,1,""
355472,336819,"MEAS","LAB","50472-0","Calcitonin [Mass/volume] in Serum or Plasma --4th specimen",0,1,0,"",3030733,1,""
355473,336819,"MEAS","LAB","12508-8","Calcitonin [Mass/volume] in Serum or Plasma --4th specimen post XXX challenge",0,1,0,"",3011057,1,""
355474,336819,"MEAS","LAB","1376-3","Calcitonin [Mass/volume] in Serum or Plasma --5 minutes post 0.5 ug/kg pentagastrin IV",0,1,0,"",3026132,1,""
355475,336819,"MEAS","LAB","50181-7","Calcitonin [Mass/volume] in Serum or Plasma --5 minutes post 2 mg/kg calcium and 0.5 ug/kg pentagastrin IV",0,1,0,"",3030397,1,""
355476,336819,"MEAS","LAB","1377-1","Calcitonin [Mass/volume] in Serum or Plasma --5 minutes post 2.4 mg/kg calcium short IV",0,1,0,"",3012344,1,""
355477,336819,"MEAS","LAB","16508-4","Calcitonin [Mass/volume] in Serum or Plasma --5 minutes post XXX challenge",0,1,0,"",3018911,1,""
355478,336819,"MEAS","LAB","50473-8","Calcitonin [Mass/volume] in Serum or Plasma --5th specimen",0,1,0,"",3029693,1,""
355479,336819,"MEAS","LAB","12509-6","Calcitonin [Mass/volume] in Serum or Plasma --5th specimen post XXX challenge",0,1,0,"",3016551,1,""
355480,336819,"MEAS","LAB","50474-6","Calcitonin [Mass/volume] in Serum or Plasma --6th specimen",0,1,0,"",3030722,1,""
355481,336819,"MEAS","LAB","12510-4","Calcitonin [Mass/volume] in Serum or Plasma --6th specimen post XXX challenge",0,1,0,"",3023824,1,""
355482,336819,"MEAS","LAB","46413-1","Calcitonin [Mass/volume] in Serum or Plasma --7 minutes post 0.5 ug/kg pentagastrin IV",0,1,0,"",3051653,1,""
355483,336819,"MEAS","LAB","50475-3","Calcitonin [Mass/volume] in Serum or Plasma --7th specimen",0,1,0,"",3029418,1,""
355484,336819,"MEAS","LAB","16509-2","Calcitonin [Mass/volume] in Serum or Plasma --7th specimen post XXX challenge",0,1,0,"",3014317,1,""
355485,336819,"MEAS","LAB","50476-1","Calcitonin [Mass/volume] in Serum or Plasma --8th specimen",0,1,0,"",3030680,1,""
355486,336819,"MEAS","LAB","16510-0","Calcitonin [Mass/volume] in Serum or Plasma --8th specimen post XXX challenge",0,1,0,"",3036488,1,""
355487,336819,"MEAS","LAB","1372-2","Calcitonin [Mass/volume] in Serum or Plasma --90 seconds post 0.5 ug/kg pentagastrin IV",0,1,0,"",3023937,1,""
355488,336819,"MEAS","LAB","16511-8","Calcitonin [Mass/volume] in Serum or Plasma --9th specimen post XXX challenge",0,1,0,"",3022791,1,""
355489,336819,"MEAS","LAB","1378-9","Calcitonin [Mass/volume] in Serum or Plasma --pre 0.5 ug/kg pentagastrin IV",0,1,0,"",3009457,1,""
355490,336819,"MEAS","LAB","50184-1","Calcitonin [Mass/volume] in Serum or Plasma --pre 2 mg/kg calcium and 0.5 ug/kg pentagastrin IV",0,1,0,"",3031645,1,""
355491,336819,"MEAS","LAB","1379-7","Calcitonin [Mass/volume] in Serum or Plasma --pre 2.4 mg/kg calcium short IV",0,1,0,"",3023605,1,""
355492,336819,"MEAS","LAB","51430-7","Calcitonin [Mass/volume] in Serum or Plasma --pre or post XXX challenge",0,1,0,"",3030782,1,""
355493,336819,"MEAS","LAB","77613-8","Calcitonin [Moles/volume] in Serum or Plasma --1 minute post XXX challenge",0,1,0,"",46236276,1,""
355494,336819,"MEAS","LAB","77614-6","Calcitonin [Moles/volume] in Serum or Plasma --10 minutes post XXX challenge",0,1,0,"",46236277,1,""
355495,336819,"MEAS","LAB","77667-4","Calcitonin [Moles/volume] in Serum or Plasma --2 minutes post XXX challenge",0,1,0,"",46236322,1,""
355496,336819,"MEAS","LAB","77669-0","Calcitonin [Moles/volume] in Serum or Plasma --30 minutes post XXX challenge",0,1,0,"",46236365,1,""
355497,336819,"MEAS","LAB","77668-2","Calcitonin [Moles/volume] in Serum or Plasma --5 minutes post XXX challenge",0,1,0,"",46236364,1,""
355498,336819,"MEAS","LAB","59569-4","Calcitonin [Moles/volume] in Serum or Plasma --post XXX challenge",0,1,0,"",40762631,1,""
355499,336819,"MEAS","LAB","LP43829-8","Calcitonin | Bld-Ser-Plas",1,0,608,"",40786813,0,""
355500,336819,"MEAS","LAB","LP61636-4","Calcitonin | Body Fluid",1,0,11,"",40774646,0,""
355502,336819,"MEAS","LAB","LP50616-9","Procalcitonin | Bld-Ser-Plas",1,0,26,"",40774162,0,""
355505,336820,"MEAS","LAB","30487-3","Catecholamines [Mass/volume] in Plasma --1 hour post XXX challenge",0,1,0,"",3017856,1,""
355506,336820,"MEAS","LAB","16558-9","Catecholamines [Mass/volume] in Plasma --2 hours post XXX challenge",0,1,0,"",3003518,1,""
355507,336820,"MEAS","LAB","12522-9","Catecholamines [Mass/volume] in Plasma --2nd specimen post XXX challenge",0,1,0,"",3023619,1,""
355508,336820,"MEAS","LAB","16559-7","Catecholamines [Mass/volume] in Plasma --3 hours post XXX challenge",0,1,0,"",3002423,1,""
355509,336820,"MEAS","LAB","12523-7","Catecholamines [Mass/volume] in Plasma --3rd specimen post XXX challenge",0,1,0,"",3020164,1,""
355510,336820,"MEAS","LAB","27971-1","Catecholamines [Mass/volume] in Plasma --4 hours post XXX challenge",0,1,0,"",3001411,1,""
355511,336820,"MEAS","LAB","12524-5","Catecholamines [Mass/volume] in Plasma --4th specimen post XXX challenge",0,1,0,"",3020386,1,""
355512,336820,"MEAS","LAB","16560-5","Catecholamines [Mass/volume] in Plasma --5th specimen post XXX challenge",0,1,0,"",3021561,1,""
355513,336820,"MEAS","LAB","16561-3","Catecholamines [Mass/volume] in Plasma --6th specimen post XXX challenge",0,1,0,"",3022877,1,""
355514,336820,"MEAS","LAB","18206-3","Catecholamines [Mass/volume] in Plasma --7th specimen post XXX challenge",0,1,0,"",3025209,1,""
355515,336820,"MEAS","LAB","30486-5","Catecholamines [Mass/volume] in Plasma --baseline",0,1,0,"",3017629,1,""
